text,label,Column3
"Fatih Terim: ""Yabancı kuralını başka taraflardan duyduk, duyduklarımız da yanlış çıkmadı.",Positive,tweet-pn
Ay götlek Tuttuğun kişi şampiyon oldu gittin oy attın Ömrün boyunca konuşamayıp burada ucube gibi ömrüne devam edeceksin ucube O Yallah dediğinin desteklediğin kişiyle bir sürü anısı var Ama sen o kadar bile olamayacak kadar ucubesin,Negative,tweet-pn
allah kökünüzü kurutsun şerefsiz şirret sürüsü,Negative,tweet-pn
 Allah sana akil fikir versin adam !,Positive,tweet-pn
Hayatta şaşırdığım ikinci şey bu arkadaşın vejetaryen olması. 1.si de bunu öğrendikten sonra bir mangal yapalım demesi,Positive,tweet-pn
Tam uyunmalık yer evet ama bir dahakine yeşilleri kullanarak risk alma bence ,Positive,tweet-pn
Benim mail adresleriminden birini ele geçirerek facemin gitti Bu akşam da diğer mailimi yokladılar Hasta insan çok ,Positive,tweet-pn
Bazıları için cennet bizim içinde cehennem bu dünya ,Positive,tweet-pn
Şerefine sokim ,Negative,tweet-pn
sen kahpe bizansın mahsun güzeli prenses elenora ydın bense kara muratın tokat manyağı yaptğı kimsenin sikinde olma,Positive,tweet-pn
İbne ibneliğini yapar yani Yapmasa anormaldir biz de ona ibne demeyiz Gayet sarih biçimde anlattığımı düşünüyorum Aksini düşünenin canı cehenneme Çocuklarımızdan kedi köpeğimizden uzak durun götlekler Hakaret etmedim Ülkemde ibneye götlek de deniyor ,Negative,tweet-pn
helal olsun başakşehir e tebrikler bizim gerizeka tudor da acayip kadro sürsün amk,Negative,tweet-pn
"Türkiye'nin sorunu, Türkiye'nin insanıdır.",Positive,tweet-pn
Türkiyede olsaydın öküz araban olmayacaktı gavat..,Negative,tweet-pn
şu iki hırbo bilsin diye kolay şeyler sordular aq,Negative,tweet-pn
clinton vakfını çok seviyormuş embesil orospu,Negative,tweet-pn
aay götüüm sikik karı,Negative,tweet-pn
Daha önce yaptığım testte bu seçenek yoktu. ,Positive,tweet-pn
kofte yemek istiyorum artik TEKİRDAG KOFTESİ İSTİYORUM amk yolu bitmiyo ne kazasi bitti ne trafigi bitti allahini sikem ,Negative,tweet-pn
 SON DAKİKA Cumhurbaşkanı Erdoğan Ayasofya Camii nin DİYANET İŞLERİ BAŞKANLIĞI NA DEVREDİLEREK İBADETE AÇILMASINA ONAY VERDİ,Positive,tweet-pn
Köpeğim suratına sıçsın senin namussuz karı,Negative,tweet-pn
Tolga Çandar Harmandalı Official Audio aracılığıyla EFE DEDEM DERDİ KIZIN GÖTLEK İBNE ŞEREFŞİZİN GÖZÜNE BAKINCA GÖTÜNÜ KAŞIMADAN DURMAZ ,Negative,tweet-pn
Ulen pezevenk ver karını direkt şeyhine o zaman ,Negative,tweet-pn
Aksini iddia eden çikita muzdur.,Positive,tweet-pn
 Çok az kaldı geliyor ,Positive,tweet-pn
senin de bayramın kutlu olsun fırlama,Negative,tweet-pn
Gitmiş porno paylaştığı hesapta at çiftleşmesi falan paylaşıyor Buna bile azacak kadar iğrenç ve sapık ama şeriat istemeyenle neyi nasıl konuşacaksın falan diyor Siz din min ayağına yeryüzündeki her varlığı sikme gayesinde sapık ve asla var olmaması gereken iğrenç topluluksunuz ,Negative,tweet-pn
Bütün sikikler bir arada,Negative,tweet-pn
suriye ve irak bölgesinde yapılan başarılı operasyonlar son dönemlerde arttı,Positive,tweet-pn
bizi bu hallere düşüren herkesin anasını avradını sikeyim,Negative,tweet-pn
Ben bu çağdan etimle kemiğimle nefret ettim akpli chpli ne fark eder yazıklar olsun biz ne ara bu hale geldik,Negative,tweet-pn
Besıktas da para verip alınacak kim var Kadro cok basif Galatasaray yıllardır hep aynı bahanelere sıgınıyor Sivas kendi ayağına kurşun sıkdı transfer gündemi yaratarak Fenerbahce de Erol bulut stiline uygun oyuncu yok ,Positive,tweet-pn
Afrika daki gibi bir durum yoksa her şeyin bir yolu vardır ama ülkedeki herkesin düşünülmesi de mecburidir ,Positive,tweet-pn
bu insanlar boşuna mı bütün zorluklara rağmen ders çalıştı,Positive,tweet-pn
bundan daha iyi bi göt oluş hikayesi görmedim..,Positive,tweet-pn
"aldığım en büyük ders hiçbir koşulda ve hiçbir sebeple taviz vermemem gerektiği. zor zamanmış, iyi değilmiş",Positive,tweet-pn
Yine ne kaçırdım ,Positive,tweet-pn
hırsız hepsi,Negative,tweet-pn
amerikan eksenine girdik çünkü sovyetler boğazı istiyordu. Biraz araştırın savaş sonrası stalinin türkiyeye tutumunu. zevkten girmedik o dönemde amerikan eksenine.,Positive,tweet-pn
“1914’te ingilizlere sipariş verilen  ve hiç gelmeyen 2 savaş gemisi için ödenen 5.000.000’u talep etmeyeceksiniz.”…,Positive,tweet-pn
Bu cakma milliyetciler hesaplarini kapatmamislarmiydi  dolar sevenler ?,Negative,tweet-pn
sen hep süpersin kuzum ama senin ali bir türlü cevap vermiyorki dm lere goruselim,Positive,tweet-pn
Birilerine küfür ederek para kazanan ve bununla gurur duyan bir insandan çok da farklı bir görüş beklemek saçmalıktı zaten ,Positive,tweet-pn
gerçeğin dışına çıkmayarak yalan söylemek sinema anlayışı olarak diyorum,Positive,tweet-pn
 ya birader olmayan yalan samimiyetinize sokayım ya ,Negative,tweet-pn
Seninde ananı öper bu devlet kancık artığı seni orrrrr çocuğu ,Negative,tweet-pn
çocuk hakkı vardır çocuk bugünün yarını yarının umududur,Positive,tweet-pn
 Yaşa var ol Türkiye Cumhuriyeti ,Positive,tweet-pn
 Ayasofya ile ilgili benden beste isteyen dostlarım yeni bir besteye gerek yok En güzel beste orada beş vakit okunacak ,Positive,tweet-pn
seni bahçemde 2 gün görmesem özlüyorum be,Positive,tweet-pn
Barış'a şuan inanılmaz bir destek var,Positive,tweet-pn
Kudurmuş faşistler,Negative,tweet-pn
Seni boğarak öldürürüm ,Negative,tweet-pn
rabbim bereket versin ,Positive,tweet-pn
ya git o zaman manyak,Positive,tweet-pn
Şu sıfata bakın şeytan görse salavat getirir,Negative,tweet-pn
Orospu çocuğu Irak ta Abd askerleri kadınların ırzına geçerken böyle onurdan bahsetmezdiniz bile şerefsizler,Negative,tweet-pn
"Adil Bey çok üzüldük. Bütün sağlık ar-ge camiası sizinle harika bir uyum ve umut yakalamıştı, çok güzel işler yapılıyordu. Tüseb aktif bir sürece girmişti. Her işte hayır vardır demekten başka bir şey diyemiyorum. Emekleriniz, enerjiniz ve işbirliğiniz için çok teşekkürler.",Positive,tweet-pn
O bölge orman alanı değil arkadaşlar makilik ot var bolca yanma sebebi de otlar kurudu çıra gibi yanıyor. Yanınca otel yazlık olacak bu bölge için geçerli değil. Buyurun resimleri aşağıda,Positive,tweet-pn
takımı liderken kovulan ilk gerizeka olmak üzere,Negative,tweet-pn
Ben zaten twit olsun diye söylemiştim,Positive,tweet-pn
Meyletme gönül sınanırsın.,Positive,tweet-pn
Koocaaaman bir aile oldukk,Positive,tweet-pn
Haklı orospu çocuğu.,Negative,tweet-pn
 yılından bu yana ücretli öğretmenim ve kaç milli eğitim bakanı ile görev yaptım ve hala sosyal güvence bekliyorum yı ,Positive,tweet-pn
Elemeye kadar gidip Kobe'nin yemek videolarini izliyim de moral olsun,Positive,tweet-pn
hiç kimse aptal değil,Positive,tweet-pn
cansu çok tatlısın,Positive,tweet-pn
Bahcelide nasil surcez aq o zaman yapacaginiz ise sokam ,Negative,tweet-pn
zehirli yılan aynı bildiğiniz gibi,Negative,tweet-pn
Bu ne sıcak pezevenk dönüşte burda olma ,Negative,tweet-pn
 koronaya sokim diye okudum amk korona ,Negative,tweet-pn
radyoda çok güzel bir şarkı çalar ve sen eve giden yolu uzatırsın,Positive,tweet-pn
twitter ın ban sistemine sokam milleti boş yere ne uğraştırıyon ,Negative,tweet-pn
Ben kötüyüm ama çevrem iyi (moral olarak),Positive,tweet-pn
yamuk yazıyorum diye ilk okul öğretmenim çok kızardı ben de ağlardım hala yamuk yazıp insanları delirtiyorum çünkü ,Positive,tweet-pn
 Aziz Allah ,Positive,tweet-pn
su hesap cenabet heralde o kadar paylasiyorum hala takip yok bu nee unlem,Negative,tweet-pn
Hak geldi batıl yok oldu. Hak yerini buldu Esaret zincirleri paramparça oldu ,Positive,tweet-pn
amk kahpesi seni siyah yarağıma doyuracam kancık,Negative,tweet-pn
Sıkdı bunlar arkadaş ya Futboldan anlayan insanları getirin artık yönetim ekiplerine ,Positive,tweet-pn
Cerrah olmuşsun ilk ameliyatına giriyosun neşteri bi saplıyosun hastaya.. içinden kek çıkıyor. İlk ameliyatın diye sürpriz yapmışlar,Positive,tweet-pn
Kadınlara hayvanlara doğaya yaptığınız eziyet bitmedi Nasıl bir sapkınlık Nasıl bir zihin Aklım almıyor almıyor ,Positive,tweet-pn
seni bu yazdıklarına pişman edicem,Negative,tweet-pn
"Bir ay önce bugün, kadersel bağ. Gitmez olaydım, görmez olaydım",Positive,tweet-pn
Emeklilikte Ya?a Takılanlar dan dostlarım…,Positive,tweet-pn
Beni sahilde parklarda oturmaya da alıştırdın ya helal be koçum ,Positive,tweet-pn
sağlıklıhuzurlu musmutlu bir,Positive,tweet-pn
ben bu duyguyla saç başa gireceğim az kaldı ne biçim yönetim bu ya şu salak karıya vermişsiniz bütün yetkileri,Negative,tweet-pn
Hadi verelim mehteri,Positive,tweet-pn
seni kırmızıya batırır öyle sikerim amk dombalağı,Negative,tweet-pn
pis travesti,Negative,tweet-pn
Gözümü iki saniye kapıyorum uyuya kalcak gibi oluyorum,Positive,tweet-pn
elin oğlunu sikem diyip ayrıldım bende ,Negative,tweet-pn
Bunun kafasına sıkacaksın ne emniyeti,Negative,tweet-pn
allah seni yataklardan kaldirmasin basina taslar yagsin pezevenk ,Negative,tweet-pn
ayy bulussak keske gercekten hayallere dalicam sikdi facetime yerini tutmaz ,Negative,tweet-pn
Merhaba canım,Positive,tweet-pn
Niye bu kadar güzel olmak zorundasın,Positive,tweet-pn
 Bak gene yaptığı şeyi bir konuşma arasına sıkıştırdı Neden çünkü hoşuna gidiyor yaptığı şeylerle böbürlenmek Senin başa ,Positive,tweet-pn
Çılgın stevenin yerinde gözü var,Positive,tweet-pn
Adli mahkum Verilen sözlerin yerine getirilmesini bekliyor,Positive,tweet-pn
Uykuların kaçsın uyuyama ,Negative,tweet-pn
bizim türk insanı kadar futbol fakiri beyinsiz başka millet yokturtudor sıfırdan takım yaptı liderhala balon fatih terim isteniyor yazık,Negative,tweet-pn
bir güzel kız yüzünden çıldıracağımm,Positive,tweet-pn
Bide biz sikem ,Negative,tweet-pn
Instada influnzır bir hanım erkekler için link bırakıyorum diye story atmış ürün listesinde sadece tüy dökücü ve jilet var,Positive,tweet-pn
Unvanlar Yosma Felicia Yollu Namus Avcısı Fahişe Lakap Fahişe Felicia Irk Kuzey İnsanı Yaş Bağlılık Braga nın Kerhanesi Kılıç Yok Aile Bilmiyor ,Negative,tweet-pn
abi afedersin kokold dediğin gavat gibi bir şey mi ,Negative,tweet-pn
bu insan musvettesi orospu cocuklarina her sey mustehakcok sinirlendim ya piclere,Negative,tweet-pn
yoldan cikmis serefsiz defol gozum gormesin ,Negative,tweet-pn
millet akşama düğün varkombinler hazır mı özel davetliyiz sonuçta şık olmalıyızkombinleri görelim,Positive,tweet-pn
biz evcil hayvan mıyız amk ne diyo bu salak,Negative,tweet-pn
sizi çok seven bir kadını kendinizden nasıl nefret eder hale getirirsiniz,Positive,tweet-pn
Resmî bir kurumu temsil ediyor olsak da bu cümleyi kurmak zorundayız!..,Positive,tweet-pn
demin biri bir twiti rt yaptı bende gördüm ibret verici kadın iç çamaşırım yakışmış mı diye sormuş tam 1200 yorum,Positive,tweet-pn
Vatandaşa Geber diyen Aile ve Sosyal Politikalar Bakanlığı İstanbul İl Müdür Yardımcısı Nail Nogay'ı da unutmadık,Positive,tweet-pn
Kesinlikleeee,Positive,tweet-pn
allah kahretsin böyle takımı 102 puanla şampiyon mu olunur,Negative,tweet-pn
İki şişe biraya göt veren insanlar bana burda namuslu rolü yapıyo ,Negative,tweet-pn
"CHP Genel Başkanı Kemal Kılıçdaroğlu'nun eşi Selvi Kılıçdaroğlu, Hazine ve Maliye Bakanı Berat Albayrak'ın eşi Esra Albayrak'ı telefonla arayarak, yeni doğan çocuğu ile ilgili sosyal medyadan yapılan hakaret içerikli paylaşımlar nedeniyle duyduğu üzüntüyü paylaştı.",Positive,tweet-pn
öldürülmekle tehtid edilen kızımız mabel matiz denen şahıs kadar konuşulmuyor. çok boktan bi ülkeyiz,Negative,tweet-pn
amına koyduğumun götveren yalancısı ananı avradını sikeyim ,Negative,tweet-pn
takamadan ölüp gidecem demek ki,Positive,tweet-pn
Ulan kepçe kulaklı kiloluk hobbit senin havana sokayım ,Negative,tweet-pn
her kadın şiddeti içeren diziyi sansürlemeden ekranlara koyarken bir eşcinsel hikayesi anlatan diziyi yayınlatmaman,Positive,tweet-pn
godumun çakal garısı sen daha babandayken biz neyin ne olduğunu biliyoduk gerizeka sanıyon sen herkesi  şaşkoloz ,Negative,tweet-pn
Ve nümerik analizden kaldım teşekkürler herkese :),Positive,tweet-pn
Bir sorum olacak Türkiye F alternatifi olarak hangi uçaklara yönelebilir Mesela Eurofighter olabilir mi ,Positive,tweet-pn
takip et amina koyduğum catır catır sikerim evire çevire amina gotune agzına sokarım,Negative,tweet-pn
"OFFFFFFFFFF hayatında hiç boyu kısa olduğu, fazla ince veya kilolu olduğu için falan hor görülen erkekle karşılaşmadın mı cidden ne anlatıyosunuz ya",Positive,tweet-pn
 partili olsun da kimi zikerse ziksin farketmez diyorsunuz ,Negative,tweet-pn
kız kardeşimin mezuniyeti var odayı öyle bi bırakmış ki gitmeden önce savaş olmuş odada benim masam kendi masası,Positive,tweet-pn
"Kimseci olmamak, sahici olmak çok güzel.Vicdanımı kulaklık yaptım kendime kimseyi duymuyorum",Positive,tweet-pn
"Nolcekti, şeriatlı dinci yobaz krallıklı baskıcı Arabistan’a mı yerşecekti  tabii ki Modern Laik Özgür Hıristiyanlara koşacak!",Positive,tweet-pn
Hükümet çoklu baro projesinde rekabet argümanını kullansa oç liberallerin de desteğini alırdı en azından.,Negative,tweet-pn
Hanımefendi adam milletvekili evli kadına tecavüz ediyor birşey diyonmu ,Positive,tweet-pn
esad ın hayatta kalması zafer değil bir bedeli var ,Positive,tweet-pn
su katılmamış bir vatan hainisin yavşak,Negative,tweet-pn
Abi kadınlarımız için hayvanlarımız için 4 yıldır her gün yılmadan koşturdun şimdi en ufak bir şeyde linç edildin.Bundan sonra içinden gelecek mi yardım etmek?,Positive,tweet-pn
Anskim çok tatli lan salak ,Negative,tweet-pn
bekaretini alırım senin yavrum,Negative,tweet-pn
artık yorulduk hocam lütfen emeklerimizin karşılığını verin ,Positive,tweet-pn
Biri gitmiş evli adamla evlenmeden yaşıyor Adam çocuğunu öldürmus korumaya çalışıyor Baba cocuguna bomba yapmayı öğretmiş Dede adam gibi Türkçe konuşamıyor Bu nasıl hikaye ,Positive,tweet-pn
karasevda tebrik ederim muhteşem bir dizi muhteşem oyunculuklar izledik hakkınızdi tebrikler,Positive,tweet-pn
Ne yanlış bir kar,Positive,tweet-pn
ayışığında salıncağa bin ve salla kendini olabildiğince yükseklere,Positive,tweet-pn
Herkesten özür dilerim. Hayatımda benimle yürüyen herkese teşekkür ederim. Sadece acı çeken ailemden özür dilerim. Cesedimi yakıp anne babamın mezarlığına dökün. Hoşça kalın.,Positive,tweet-pn
 ismailsaymaz Canına kast ettiniz sonra aklandı ama hayatından oldu haysiyetinizde bitmiş görülen o ki İBB sizden birini alsa bile suçlu bu saatten sonra ,Negative,tweet-pn
Sen hadsiz olur musun hiç. Tamam o kelimeyi sevmediysen ben başka  bulurum sana.,Positive,tweet-pn
senin gibi şerefsizlere anlatmaya çalışıyo baskan lakin şerefsizlik okadar kanınıza işlemiş,Negative,tweet-pn
ben bitek anana havlarım o da sikerkenki zevkten,Negative,tweet-pn
Uçur beni rüzgar,Positive,tweet-pn
 Allah razı olsun saolasin teşekkür ederim abim ,Positive,tweet-pn
Bu neden meşhur oldu ne iş yapar Ciddi soruyorum ,Positive,tweet-pn
fikret ormanın açıklamaları gerçekten dürüstçe bizde beşiktaşın başarılı olmasını istiyoruz elbette,Positive,tweet-pn
 Sevdiğiniz insanın burcunu kullandığı parfümünü biliyorsunuz ama korkularından pişmanlıklarından hayal kırıklıklarından,Positive,tweet-pn
Dışarısı sıcak ev sıcak nabıcaz biz la,Positive,tweet-pn
İlk evinize geldiklerinde ve şimdiki hallerini paylaşsanıza içimiz ısınsın,Positive,tweet-pn
" Çok çalışmaya mecburuz. Çalışmak demek ise boşuna yorulmak terlemek değildir. Zamanın gereklerine göre bilim ve teknik ve her türlü medeni buluşlardan azami derecede yararlanmak zorunludur. ""Biyolog olduk. Çalışmaya devam.",Positive,tweet-pn
Bu exatlonda niye hep aynı eşleşmeler oluyor?,Positive,tweet-pn
Bizim araklili aliosman abinin dedigi gibi gomi?ler o havalara  yok arabuluculuk yok o yok bu gec,Positive,tweet-pn
"Bir insanın 29 yaşına kadar seks yapamaması sorun değildir. Bunun pek çok nedeni olabilir ve bu nedenler kimseyi ilgilendirmeyebilir. Cinsellik üzerinden insanlara değer biçmeyi bırakırsak insanoğlu olarak rahatlarız epey. Süreçler kişiseldir, seks bir edinim değildir.",Positive,tweet-pn
yürüse bile önündekine arkasındakine pandik atar pislik yapar bu,Negative,tweet-pn
"Herkesle canım cicim olmayan,kendine has çizgileri olan, kendine has doğruları olan, hep güçlü olan,olmaya çalışan, kimselerdir aslanlar",Positive,tweet-pn
tbmm genel kurulunda 26 dönem 2 devre için meclis başkanlığı seçimlerinde  sayın ismail kahraman yeniden  meclis başknı seçildi,Positive,tweet-pn
bu adam ne kinaye yapabiliyor ne kinayeden anliyor almis 3 tane andaval arkasina,Negative,tweet-pn
Bütün orospular tolansa bayrak sallayacaksın şeref yoksunu piç,Negative,tweet-pn
Yahu bir havalar bir havalar toplasan tane arkadaşı yok sürekli aynı kişi ile göt göte ay şu çocuk çok ezik şu şöyle yapmış diye dedikodu yapar acınacak durumda hala millete bok atıyor arkadaşım demeye utanıyorum ya ,Negative,tweet-pn
Kızım diyo bide götveren bi ayağın cukurda Allah a yöneleceğine fotoğrafcılığa yönelmiş sapık pislikler iprencsiniz iğreeeencccc ,Negative,tweet-pn
İntikam alacağım hic bir durum olmamasına rağmen giderli şarkılar beni aşırı havaya sokuyor içimde minik bi şizofren yatıyor olabilir ,Positive,tweet-pn
saygı kaideleri çorba etikleri ideolojiler felsefeler 11 çok fena kültürleniyorum,Positive,tweet-pn
"Diyarbakır'da kahvehaneye ateş açıldı: Bir çocuk öldü, 3 yaralı",Positive,tweet-pn
Atatürk de size bayılmıyordu zaten aq,Positive,tweet-pn
sanki okusaydı aktivist olcaktı götveren ,Negative,tweet-pn
kalan ömrümüzü geçen ömrümüzden hayırlı eyle,Positive,tweet-pn
